Gene,SRR10398412,SRR10398413,SRR10398414,SRR10398415,SRR10398416,SRR10398417,SRR10398418,SRR10398419,SRR10398420
PA0184,159.80925,85.829796,44.04857,92.87845,75.188835,95.64655,44.38539,94.141396,128.73518
PA0185,211.05652,114.74833,65.30795,159.28612,151.68439,176.60979,75.76659,197.69028,210.05109
PA0186,350.7865,168.99397,157.94601,243.2386,189.80898,219.87198,127.0971,259.18817,285.85873
PA0187,192.94026,82.92084,89.17316,134.4035,102.61174,145.89767,70.13348,135.71878,158.8271
PA0188,72.46423,31.860498,32.12823,76.73391,58.78808,83.28186,47.092922,82.612236,88.96116
PA0189,173.06859,123.415985,66.68454,199.51535,164.91374,138.92923,97.91106,221.05193,244.29495
PA0190,156.65277,93.96743,66.71775,76.68963,63.75193,76.977135,80.18765,114.36632,127.59033
PA0191,300.68762,179.49693,135.03354,314.34543,217.16475,334.75836,111.34722,236.16153,300.70377
PA0192,256.27377,164.34969,85.86144,236.59818,175.63815,209.89307,136.21004,237.38448,312.90472
PA0193,123.488235,69.613754,36.606266,82.80915,79.69841,66.86513,45.855804,96.59322,95.051125
PA0194,387.26593,245.24744,122.57722,234.47467,192.84732,177.82968,103.077675,221.07509,296.07205
PA0195,1107.673,529.70807,323.48468,1133.5574,861.9498,921.52826,493.00577,1041.2184,1244.6205
PA0196,1347.9248,710.75885,573.7679,1336.2898,1044.5446,1142.0804,660.7018,1071.1458,1297.7561
PA0197,160.13112,84.17683,36.801792,63.868416,58.99514,61.87253,34.264572,83.76184,84.56625
PA0198,425.89917,223.35031,154.9986,226.41539,236.28412,231.69124,130.96915,217.3573,276.05194
PA0199,854.61273,351.14273,243.34795,623.1798,539.8537,481.59738,246.51505,510.1412,640.02515
PA0200,2975.7576,1334.3242,728.1527,2705.8042,1852.683,2151.1628,678.1446,1556.4822,2526.1184
PA0201,839.27374,470.8248,430.46323,510.1322,538.5913,509.00793,210.54839,428.92233,627.02673
PA0202,379.4598,182.44382,79.39721,117.83862,112.18527,158.70393,66.33881,137.2557,230.41356
PA0203,185.41557,87.98298,47.034935,45.32358,42.84199,65.131645,33.596962,56.282345,80.696266
PA0204,91.46775,51.124645,13.230606,20.951443,22.56239,23.84968,11.017031,24.220598,34.941902
PA0205,109.75148,42.961338,24.152061,20.005676,25.615799,28.225752,9.552733,26.395527,49.756866
PA0206,122.240555,41.840794,22.117552,33.6292,34.288437,38.171364,12.291601,50.944286,48.86579
PA0207,89.17985,47.38598,22.769999,17.801311,17.292973,21.062859,11.889452,24.27209,31.656591
PA0208,7176.9507,4316.661,2276.8342,4675.942,6209.1816,4178.589,5593.086,8151.7563,9804.752
PA0209,1363.4229,783.29614,319.35425,626.8194,914.3019,662.6037,1010.32,1517.5986,2730.8247
PA0210,409.39755,256.53848,74.4888,205.49974,242.09877,175.0377,265.16113,426.64035,808.4649
PA0211,2382.5852,1305.5647,347.6311,869.8952,978.0293,678.14374,1435.5353,2216.1838,2771.4097
PA0212,1453.9639,893.6582,293.94522,551.02515,609.98645,502.3796,1014.1363,1552.0247,2257.8242
PA0213,643.86304,447.3078,149.45177,318.71606,335.85822,191.63235,621.9877,850.5721,1167.6422
PA0214,1430.1058,781.2966,412.77905,788.2349,737.1413,760.85175,1048.7537,1400.6842,2035.7916
PA0215,832.7492,399.1906,269.15973,400.8246,304.08328,411.26166,475.60065,764.0574,899.74194
PA0216,459.7168,238.49815,165.5638,276.89413,231.27669,325.84802,437.5842,674.6616,657.6736
PA0217,538.6594,352.3426,233.00206,268.49127,256.18027,325.11093,343.53137,544.349,503.0831
PA0218,424.53876,215.13005,174.19812,302.2916,297.24088,302.37613,231.92589,403.93137,408.2788
PA0219,180.29315,83.22599,56.35822,119.22765,86.94855,128.69394,80.731865,142.14607,141.29637
PA0220,287.92535,179.89484,120.73108,320.14163,297.64798,296.08636,243.60864,387.96506,410.02338
PA0221,179.99309,120.11138,63.298347,116.30967,105.49779,113.84504,102.953415,185.2824,174.09999
PA0222,135.85329,62.996815,92.63335,89.5568,72.448944,129.67201,59.618694,92.667145,117.3061
PA0223,253.20218,145.75726,134.6624,292.95108,251.84108,251.64981,177.21085,321.2642,381.74786
PA0224,324.76047,214.1147,144.41302,234.6928,200.62407,273.8673,150.33133,315.11304,381.20883
PA0225,744.65265,473.7853,428.42996,288.61264,258.87708,456.67123,286.965,392.40216,375.7113
PA0226,395.01807,232.42326,130.0076,91.314186,92.94989,123.581184,91.82652,153.92883,145.52864
PA0227,301.61365,169.72734,48.175167,133.16757,113.77018,148.10878,60.461773,137.2872,228.57974
PA0228,565.2406,364.21567,172.8662,335.08868,286.89136,361.1032,221.31839,397.4348,463.6296
PA0229,388.46582,174.41808,200.57011,328.4973,320.28522,428.37866,269.86526,427.00375,416.5603
PA0230,913.21185,583.93243,274.50153,811.7386,681.0762,759.6054,440.53812,854.1513,1062.0989
PA0231,371.91757,196.17348,109.54459,235.80595,218.20369,254.74684,147.90085,296.04718,294.5042
PA0232,277.5295,154.29935,83.38896,376.54825,284.1489,277.44067,156.35646,271.18768,313.87262
PA0233,869.7845,507.23608,372.75958,469.7653,401.7068,469.3374,266.2785,511.58777,571.7389
PA0234,329.1716,151.92303,181.3873,169.69691,160.93466,183.67372,98.37244,170.37573,222.7158
PA0235,194.27583,87.33168,55.505833,129.87506,106.67209,163.8966,89.79485,134.29425,158.92258
PA0236,273.2205,185.9792,111.14744,212.17955,171.9489,301.6966,208.71295,423.61746,344.35022
PA0237,69.01486,54.748917,32.337746,68.30193,40.127155,44.604477,31.031324,71.76064,56.174404
PA0238,317.38782,193.18443,105.13661,399.57498,333.1361,423.40192,208.47047,491.33344,601.5519
PA0239,349.64664,180.79997,181.36021,199.58519,156.33316,202.44348,119.310455,259.67996,258.44495
PA0240,332.78403,210.45671,158.66109,360.91824,320.07687,265.98914,195.14458,365.40454,402.37567
PA0241,151.03821,72.339874,41.878525,121.535355,106.79755,120.3208,79.209755,177.84105,150.11504
PA0242,255.86897,176.86946,80.47181,190.791,186.66856,206.11778,122.29625,211.81415,280.3771
PA0243,573.7464,389.9746,306.95743,312.2722,327.39615,388.93536,235.75168,461.80304,342.326
PA0244,115.33213,78.99665,59.175037,85.59225,92.915955,72.899315,55.025295,118.594826,146.5627
PA0245,142.6726,66.41463,37.253857,84.05429,61.18995,98.5828,52.862957,82.72283,91.51882
PA0246,1047.3842,524.91907,357.6161,413.6585,459.62372,509.2632,249.80394,473.58398,502.93494
PA0247,232.11343,120.726234,79.91487,151.78127,137.51219,182.02394,91.01761,209.35118,177.58572
PA0248,323.04117,190.51231,144.61377,240.05005,236.65807,264.8483,190.88843,260.62253,275.61316
PA0249,543.7993,295.1333,185.3035,479.405,460.21094,437.90405,251.59918,529.31476,519.29565
PA0250,1933.7523,987.3893,872.8997,1521.0504,1705.898,1646.4749,944.6709,1668.1799,1713.1492
PA0251,135.77966,88.0836,63.932705,159.7697,121.53769,136.3513,95.662865,203.90591,179.6697
PA0252,66.78289,57.714893,51.14585,31.03149,41.565994,49.870182,41.074375,52.182144,47.591152
PA0253,395.3668,261.25043,232.5172,468.74704,400.0441,484.353,234.95328,549.7503,484.40256
PA0254,740.7092,469.3042,274.47113,696.5779,534.30023,828.88696,486.71967,1092.8198,1049.5775
PA0255,808.30316,474.40985,275.36984,423.558,359.11295,526.74835,272.90054,552.09186,656.67267
PA0256,3030.5781,1697.3986,2039.2635,2544.5847,3210.8577,2802.1882,1472.306,2620.8164,2730.068
PA0257,1696.9171,847.1957,1533.5664,1006.2329,812.2172,1037.9592,622.36804,785.6121,1073.476
PA0258,1531.8235,905.0107,850.103,517.26843,485.7069,675.0262,221.26031,420.8454,482.59882
PA0259,9405.443,5409.8936,6870.821,4034.5613,3444.1145,4669.29,2445.3655,3519.584,4532.6494
PA0260,3663.451,2217.9321,2147.504,1300.7362,1162.9508,1620.3257,836.894,1345.662,1527.4423
PA0261,428.6429,228.74814,194.58217,191.11162,190.39424,271.07132,93.34996,188.4195,196.49036
PA0262,1791.6913,902.88806,1049.242,1028.4722,857.30524,1291.2177,520.8705,868.0918,1179.8829
PA0263,192.75446,274.09058,168.55336,40.158283,159.36035,2.2273042,29.98489,54.905792,52.8547
PA0264,7077.7075,2962.802,2658.7214,2025.8854,2068.118,2538.0684,1815.3368,3006.1506,3253.0103
PA0265,32511.936,16095.1,6085.491,7719.3945,7338.762,7144.9985,7894.801,13248.176,11933.365
PA0266,38524.703,19417.223,7569.295,8764.897,7695.81,7147.9453,8520.269,13946.345,12003.308
PA0267,749.51874,552.50977,215.50063,263.2357,264.12946,302.41104,183.95694,397.9968,466.16406
PA0268,674.6453,332.4912,201.17294,351.2317,322.09232,422.04202,304.8968,570.13873,621.37244
PA0269,658.2503,359.32712,193.9485,269.2107,197.2226,222.68431,208.31444,408.41812,465.79517
PA0270,739.2514,410.30835,147.478,220.62135,209.59897,194.74614,183.61963,342.37656,330.46326
PA0271,308.86252,216.59926,75.83088,100.57616,110.67209,109.055565,80.223236,188.54466,193.3923
PA0272,623.0147,349.4924,244.78851,218.01498,217.44061,247.86633,199.64076,326.30307,388.8302
PA0273,81.486885,60.708725,25.995852,54.197483,52.484818,70.08561,36.14295,61.485203,86.44981
PA0274,266.93967,165.32193,142.29298,70.4091,99.868744,80.89227,65.22437,115.36702,120.235435
PA0275,1232.488,547.71173,527.0669,676.6197,644.44037,810.6237,486.92856,837.23456,917.09924
PA0276,497.02997,211.97745,135.04015,254.34488,179.69049,276.40723,197.91797,284.80865,291.73895
PA0277,874.61945,486.21097,308.8255,284.1697,212.94,503.33157,249.92458,427.88272,403.46976
PA0278,320.28543,187.3753,114.58457,712.0142,575.3479,587.6377,319.83722,605.30475,793.0786
PA0279,401.59366,247.8128,110.96677,458.66418,330.14963,437.4359,293.38687,523.1057,555.0582
PA0280,520.155,291.23584,183.21725,435.48618,342.87518,689.66644,266.75458,511.01544,407.9474
PA0281,392.85266,200.12677,157.85248,221.34448,180.22932,264.94623,142.55333,247.59166,249.37912
PA0282,269.90598,138.22833,65.85866,125.1469,112.90425,185.78322,84.25022,163.43161,168.10947
PA0283,1440.9652,720.7761,299.05887,420.00247,349.7645,568.4716,179.23178,367.003,353.34116
PA0284,1207.3933,567.95526,257.82657,647.2169,451.08185,775.49805,155.74286,392.03293,357.33844
PA0285,2256.0195,1176.4146,1083.5071,901.99084,828.837,1222.2307,615.0747,1136.4857,1126.4406
PA0286,19014.186,11396.875,8558.208,4034.5034,4457.284,4524.158,3737.0205,5846.181,6242.982
PA0287,456.29013,236.18643,155.99191,132.64453,120.33515,175.061,64.609634,174.47961,189.25989
PA0288,191.03087,122.87106,64.22797,64.19648,66.344826,75.11976,47.734474,137.70041,108.95145
PA0289,1007.4435,580.5403,351.1629,584.6411,528.2807,632.7644,338.0197,705.7819,803.5352
PA0290,2058.6826,1166.5414,882.5361,1784.5156,1764.6719,1585.7118,954.81104,1846.5073,2107.1584
PA0291,20269.01,10502.338,6674.0034,4141.582,3137.3936,4471.39,4435.0854,8206.896,7496.5464
PA0292,3144.9802,1843.5726,939.953,976.9413,966.60187,1174.1289,703.45215,1505.8384,1393.1815
PA0293,420.04364,217.60756,141.43767,183.3457,175.39418,223.99055,101.09563,245.00504,203.0894
PA0294,774.22534,416.6617,363.40787,357.1578,379.21362,414.95682,270.235,384.63126,418.53778
PA0295,2081.0007,1164.7552,707.6156,608.0447,554.4495,596.19727,596.78894,1017.4298,907.5117
PA0296,16969.475,9728.574,8374.179,9996.518,10142.161,9326.887,7649.2446,10697.382,10685.764
PA0297,11883.891,6786.84,7934.732,6099.5376,6428.852,6150.936,4318.5674,5782.296,7178.578
PA0298,24445.959,12018.995,6832.0273,8051.645,8039.37,7849.9673,6154.8125,8451.222,8205.336
PA0299,45462.793,23316.527,8672.752,15111.461,13688.075,12379.19,9129.799,14980.373,12689.184
PA0300,22784.145,11740.156,7226.649,11784.26,10459.04,12169.888,7926.9873,13061.653,10442.791
PA0301,5707.6514,3015.4597,1717.4127,2043.4484,1963.2501,2240.6335,1586.9423,2724.9592,2004.9443
PA0302,3826.1113,1943.1936,1035.3418,1610.7484,1543.8765,1852.9707,1282.9116,2308.6492,1753.9014
PA0303,2066.3079,1081.1583,991.8274,1305.0404,1080.1053,1442.0758,815.02814,1414.5898,1339.8954
PA0304,1998.5933,1144.7418,993.6593,2293.2798,1726.3931,1882.3418,1012.4518,1973.2281,1810.4573
PA0305,1946.837,1024.6389,619.1436,693.9139,641.9436,804.7886,463.6226,980.7772,918.5067
PA0306,3808.2612,1794.3462,1157.0308,979.47186,891.4848,912.51715,506.741,973.19635,831.1047
PA0307,2661.12,1554.3617,1466.0619,483.19324,485.99246,700.0352,378.12302,826.9806,789.9364
PA0308,1069.3241,698.5047,566.5427,385.11478,405.3729,642.217,383.78656,681.05566,605.19037
PA0309,1810.8479,1060.2992,747.01227,648.5548,662.00476,974.8484,602.0405,1080.0399,997.3041
PA0310,2194.3376,1050.622,1254.0504,1091.142,960.4817,1213.4371,841.4606,1293.4879,1975.4447
PA0311,296.65674,140.48367,96.697876,64.20057,61.3966,66.676384,37.1538,90.67256,104.78715
PA0312,1607.2349,963.83386,638.3459,1211.6238,1236.798,1399.61,735.01666,1559.7263,1718.617
PA0313,1411.6372,945.4899,503.56378,789.2699,676.29706,823.4795,595.58215,1027.0273,1059.1772
PA0314,2625.3286,1520.9878,908.90094,1095.5326,1120.9794,1387.3723,845.3046,1523.1436,1279.5574
PA0315,2689.0857,1358.2881,1579.7286,3803.0002,3307.2659,5855.5073,1935.8705,3777.061,4380.541
PA0316,12392.32,6858.44,5170.3066,3328.9468,2960.0183,4447.096,3102.5168,5210.155,3898.983
PA0317,8431.081,4956.4204,5224.938,2590.7158,2395.416,3642.9363,2390.968,4002.115,3067.6587
PA0318,4681.4062,2466.2402,1728.8,4216.806,2920.9746,3518.394,1806.2517,3585.6526,3957.4702
PA0319,2452.0552,1374.2133,1273.5608,1023.63074,963.2126,1503.5829,763.94684,1343.3093,1084.8622
PA0320,1518.5695,728.79846,724.0123,975.7188,802.64667,1147.521,436.72165,811.49615,1204.2141
PA0321,363.2143,193.38171,96.77879,272.1139,245.04372,314.8989,204.4892,347.07364,387.4234
PA0322,548.25195,300.90298,214.58385,369.4064,303.04056,404.45584,257.2527,389.6351,509.5096
PA0323,307.48337,188.36862,144.17714,209.2741,200.991,220.28708,181.13416,269.95804,274.64194
PA0324,232.41692,143.74237,90.60526,128.17271,109.65832,104.355415,102.6011,110.89652,142.63643
PA0325,524.8709,296.93716,287.69955,404.66107,397.07758,380.83392,202.02306,345.1577,465.77972
PA0326,166.74846,108.19184,96.14794,118.1239,117.27295,104.38379,85.429344,118.23368,140.07701
PA0327,955.29626,616.0883,354.61658,578.9655,538.3652,608.1004,360.8884,668.33124,749.9797
PA0328,1984.6962,1153.0631,472.4519,1007.3878,764.6306,1262.6646,913.9397,1599.3789,1435.6547
PA0329,20558.396,6932.2124,10858.627,24031.908,17813.248,20963.71,7262.168,11749.731,16025.844
PA0330,5054.7334,2717.2024,1782.777,1031.9935,1134.1969,1577.9758,747.6784,1551.0524,1217.3933
PA0331,4142.6616,2413.0056,1273.61,1090.4305,1066.5529,1588.439,932.53204,1869.3629,1516.4167
PA0332,3521.426,1733.6033,1424.649,1839.545,1957.1305,2899.9355,995.72235,1720.729,2156.9353
PA0333,2438.8784,1337.319,811.1444,1463.9813,1168.186,1926.2396,656.6964,1349.0802,1730.7976
PA0334,1646.1182,1004.119,737.5889,831.5088,739.7406,845.8634,504.1461,879.81165,914.8601
PA0335,2105.9697,1271.0691,780.2126,566.1136,506.24063,663.7581,389.98254,781.46356,664.2549
PA0336,9812.554,5014.946,4936.9995,4417.4395,4477.2075,5737.1104,2659.0466,5022.1797,4756.8027
PA0337,24480.574,14024.1455,10205.788,11220.756,10098.246,11584.35,6815.644,13069.038,12736.227
PA0338,2428.1987,1589.7262,1376.4335,1627.5319,1490.7107,1969.4069,1127.0524,2006.6898,2009.1693
PA0339,862.02203,501.49985,307.5545,596.7607,438.6775,482.66458,318.7475,621.98553,708.25366
PA0340,591.0493,328.4654,256.92493,266.35306,242.6427,349.30002,187.48132,288.2807,371.35345
PA0341,1945.1498,1263.9124,788.5056,932.5031,764.9796,1282.8673,609.1319,1324.1208,1136.6198
PA0342,5221.149,2651.7285,2417.4043,1632.17,1556.9037,2179.9365,1224.5325,2420.1194,2000.641
PA0343,2257.9988,1379.9128,1054.7501,1252.2205,1036.4246,1190.9207,639.29663,1229.3287,1447.552
PA0344,1406.0592,768.04803,434.72205,1232.0997,947.4439,1288.9071,527.4959,1100.4966,1470.9204
PA0345,1662.9055,1003.1297,495.48688,1376.0992,1302.4635,1622.4866,886.1751,1982.7911,2450.7363
PA0346,454.59482,305.43936,254.76382,433.78772,342.7579,314.09167,233.29526,356.72775,429.75003
PA0347,524.3387,346.39798,148.35767,326.6465,290.97867,301.7994,190.16267,345.18826,389.93253
PA0348,343.4718,182.21762,128.0096,380.14594,321.92615,265.56845,184.04208,362.5891,457.1465
PA0349,286.94748,147.47011,137.33849,219.9711,207.56862,235.42706,143.26984,275.7343,337.60883
PA0350,705.23737,431.43335,249.49632,379.17468,310.08405,560.2569,304.6098,589.49725,376.53323
PA0351,1080.1387,599.46,441.09683,508.63324,475.92334,499.22632,275.48273,534.0147,608.6739
PA0352,1349.8887,836.444,417.8703,489.8422,350.01468,614.2762,276.71082,579.22864,481.99097
PA0353,11416.146,5807.187,3187.9438,3057.9285,2816.4475,3087.323,2116.4268,3966.762,3644.666
PA0354,3023.6406,1742.5581,892.2973,871.4453,802.2009,1054.6083,728.8742,1273.623,1148.161
PA0355,6708.068,2255.8164,2667.4082,14968.054,9873.862,13134.707,3486.5667,5983.6826,8557.959
PA0356,1903.6547,1138.6277,1140.2805,599.04724,715.0789,921.8539,483.49722,793.5029,619.0526
PA0357,3889.9668,2294.852,1603.1082,988.02814,1229.7864,2013.8257,757.27484,1552.2157,1262.1638
PA0358,1086.6809,559.46497,536.04974,401.99655,381.7596,536.9891,248.8461,384.51938,465.29263
PA0359,8127.8584,2736.245,3382.181,3306.9458,3215.9258,3935.3918,1304.9503,3426.301,4237.679
PA0360,2577.192,1568.5054,1282.8936,1135.572,1152.8763,1328.1982,765.7065,1320.8611,1421.7395
PA0361,3209.87,1758.2535,1200.0107,1496.8218,1339.3322,1617.248,954.8202,1947.3989,2214.1157
PA0362,5845.7075,2352.6272,3156.0232,2153.8455,2215.0383,3236.7896,1014.1378,1942.3835,2099.861
PA0363,1849.623,1287.2289,1332.3329,808.4415,736.964,1644.8628,774.09235,1364.0284,830.8706
PA0364,718.2269,421.13885,290.20743,682.26355,538.23016,1090.2473,418.1907,793.3172,710.52185
PA0365,457.3297,220.69771,205.18285,238.11153,173.82254,447.2714,142.42944,306.50494,266.19168
PA0366,2394.8108,1345.8301,878.6697,790.65985,700.7592,1636.323,767.7655,1439.974,1064.2504
PA0367,2684.7231,1406.129,1258.3037,951.4701,848.03937,1472.1761,547.01685,1090.0718,978.7349
PA0368,1137.2084,650.75433,450.35968,694.38416,664.59357,605.2065,284.61734,595.0551,783.6227
PA0369,309.3457,173.03835,82.947205,165.22456,139.25014,138.03311,79.047424,139.09717,168.94446
PA0370,1050.713,614.1836,262.4457,413.78842,274.0799,384.40457,229.53603,393.4276,417.9635
PA0371,3093.8474,1595.2552,794.4311,922.7945,655.8641,1069.3878,715.2198,1397.4388,1100.0137
PA0372,2887.9888,1613.1864,807.92444,534.6547,497.1369,782.26215,582.5095,997.5155,798.32574
PA0373,7807.2324,4619.46,2720.9514,1616.4706,1687.7286,2367.288,1451.5385,2742.0415,2333.9543
PA0374,5201.299,2803.2935,2051.0835,1356.532,1098.1658,1807.4957,936.1864,1857.9475,1799.8485
PA0375,6164.47,3972.9841,2944.7344,3820.1406,2989.8728,3685.2734,1876.4954,3551.1863,4385.2373
PA0376,25806.95,16628.05,16444.209,29161.31,22278.678,32927.004,23702.22,43205.348,33775.926
PA0377,1026.3961,659.9806,398.0452,382.37274,401.1824,473.5792,244.9064,562.1324,567.94385
PA0378,785.4392,491.93048,408.63873,297.95135,272.41464,384.517,188.47319,448.2496,507.5408
PA0379,979.248,488.6529,382.2453,435.77982,365.15656,712.3617,250.19946,557.4254,517.5421
PA0380,1307.9642,678.5539,308.12024,200.53677,207.2017,530.48553,144.66939,390.97144,287.00095
PA0381,4373.827,2444.845,1326.4767,730.1609,672.41785,1248.504,691.9987,1559.1041,985.9013
PA0382,3368.2507,1984.5275,972.633,807.5823,636.3551,1237.2985,479.9673,1210.0521,907.2008
PA0383,1381.7972,826.8373,394.94324,593.6975,586.4363,638.79565,390.23846,742.4661,767.8637
PA0384,485.4086,280.27444,196.12402,157.41208,218.65619,204.86536,100.13996,203.41788,206.82558
PA0385,430.84955,258.76083,223.68124,178.91806,167.20183,297.5031,104.39152,219.73143,176.65152
PA0386,596.3478,321.82742,219.26077,184.09396,154.30179,224.4387,105.50233,219.55775,269.83096
PA0387,6095.711,3180.968,2394.895,3500.1755,3221.3787,3370.2214,1860.2323,3708.4553,4017.1323
PA0388,5432.651,2482.5232,1758.4666,3863.8555,2996.2407,3299.082,2069.7217,3882.984,4072.5125
PA0389,2437.03,1259.1698,801.3619,774.1696,798.2277,1192.958,570.19916,1014.6915,1176.0079
PA0390,3088.971,1790.0751,1175.351,665.9175,673.22644,1384.0011,625.2431,1198.48,832.37714
PA0391,4354.6885,2437.2822,1950.9408,1341.9971,1156.7881,1440.3864,1233.1562,2127.929,1916.6288
PA0392,2827.466,1569.3364,1208.7788,2405.387,1969.4169,2482.0457,1209.9286,1961.0977,1882.1611
PA0393,3368.427,1887.814,896.36,2426.5232,2184.816,2442.429,1103.7363,2411.4119,2791.0784
PA0394,2171.6814,1279.5481,860.83594,1463.9459,1283.2062,1404.7188,783.55707,1485.0217,1722.6392
PA0395,8011.233,4085.1724,4019.2861,3453.8774,3292.1167,3799.7915,2149.9736,3583.3416,3695.3364
PA0396,10853.253,6254.4727,4546.675,5704.337,5082.9478,5440.961,3128.7852,5864.89,6414.719
